activity_id,case_id,case_date,case_type,status
961,469,2015-04-10 03:08:03.000,Device Issue,Open
964,470,2015-08-07 09:31:48.000,Network Issue,Open
965,471,2016-06-29 04:36:57.000,Network Issue,Unresolved
966,472,2016-04-16 04:41:05.000,Billing Issue,Closed
967,473,2017-01-18 10:41:14.000,Billing Issue,Unresolved
968,474,2015-02-18 21:19:29.000,Device Issue,Unresolved
969,475,2015-04-09 02:44:10.000,Billing Issue,Open
970,476,2015-08-16 16:29:05.000,Network Issue,Open
976,477,2016-08-27 21:23:02.000,Billing Issue,Open
977,478,2017-01-23 01:23:42.000,Billing Issue,Unresolved
978,479,2015-10-24 21:51:55.000,Device Issue,Open
979,480,2016-06-14 16:19:05.000,Device Issue,Closed
980,481,2016-06-08 22:53:26.000,Device Issue,Closed
981,482,2017-01-11 07:14:14.000,Device Issue,Closed
982,483,2016-06-14 23:06:28.000,Device Issue,Closed
984,484,2015-11-26 06:11:02.000,Network Issue,Closed
985,485,2016-06-01 11:39:06.000,Network Issue,Closed
986,486,2015-08-24 04:53:57.000,Network Issue,Open
987,487,2016-03-04 17:09:43.000,Device Issue,Open
988,488,2015-10-29 19:09:06.000,Billing Issue,Closed
989,489,2015-03-24 04:31:19.000,Network Issue,Open
990,490,2017-02-03 16:46:10.000,Device Issue,Closed
991,491,2015-08-19 06:31:23.000,Billing Issue,Open
992,492,2015-08-06 13:47:03.000,Device Issue,Closed
995,493,2016-04-29 02:59:24.000,Billing Issue,Unresolved
997,494,2015-07-10 02:08:24.000,Billing Issue,Closed
998,495,2015-12-31 03:21:58.000,Device Issue,Unresolved
1002,496,2015-12-05 07:34:18.000,Network Issue,Closed
1003,497,2016-09-29 06:12:42.000,Billing Issue,Closed
1004,498,2015-03-07 05:22:40.000,Network Issue,Closed
1005,499,2016-06-13 21:02:39.000,Device Issue,Unresolved
1006,500,2016-08-09 20:09:29.000,Network Issue,Unresolved
1010,501,2015-07-22 22:17:57.000,Billing Issue,Open
1013,502,2016-04-15 09:37:19.000,Network Issue,Open
1014,503,2015-08-31 05:31:33.000,Device Issue,Open
1017,504,2015-01-23 23:41:50.000,Device Issue,Unresolved
1019,505,2016-08-05 21:50:12.000,Network Issue,Open
1020,506,2016-11-05 11:28:49.000,Billing Issue,Closed
1022,507,2016-05-26 19:37:11.000,Device Issue,Unresolved
1023,508,2016-12-03 08:13:00.000,Billing Issue,Closed
1024,509,2015-11-02 09:35:03.000,Billing Issue,Open
1025,510,2016-11-18 03:24:42.000,Device Issue,Open
1026,511,2015-08-07 11:59:42.000,Device Issue,Open
1028,512,2015-07-07 10:32:16.000,Billing Issue,Unresolved
1029,513,2015-02-23 18:24:34.000,Network Issue,Open
1030,514,2016-03-16 10:28:04.000,Device Issue,Closed
1031,515,2016-09-02 02:44:18.000,Billing Issue,Unresolved
1033,516,2016-08-31 16:11:25.000,Billing Issue,Open
1036,517,2016-04-30 16:19:43.000,Device Issue,Closed
1038,518,2016-04-21 03:55:26.000,Billing Issue,Open
1039,519,2016-06-06 08:49:16.000,Network Issue,Open
1042,520,2015-06-19 01:04:19.000,Network Issue,Unresolved
1043,521,2015-12-02 04:17:06.000,Device Issue,Unresolved
1045,522,2016-07-02 19:01:31.000,Device Issue,Open
1046,523,2015-09-17 20:56:40.000,Network Issue,Unresolved
1047,524,2015-05-17 22:35:35.000,Device Issue,Unresolved
1048,525,2016-12-16 00:11:53.000,Network Issue,Closed
1052,526,2016-03-25 22:15:54.000,Network Issue,Open
1053,527,2016-08-19 20:15:43.000,Billing Issue,Unresolved
1055,528,2015-11-21 08:00:48.000,Device Issue,Closed
1056,529,2015-06-02 19:50:16.000,Device Issue,Open
1058,530,2016-01-04 22:54:15.000,Billing Issue,Unresolved
1059,531,2015-10-27 14:35:03.000,Billing Issue,Unresolved
1060,532,2015-08-11 17:21:23.000,Billing Issue,Unresolved
1061,533,2015-01-02 01:55:24.000,Billing Issue,Open
1062,534,2016-10-06 13:53:38.000,Device Issue,Open
1064,535,2015-01-13 15:13:17.000,Network Issue,Open
1067,536,2016-03-30 01:38:39.000,Network Issue,Unresolved
1068,537,2016-02-26 23:49:25.000,Billing Issue,Closed
1069,538,2016-12-18 19:42:59.000,Billing Issue,Closed
1071,539,2015-09-04 04:26:36.000,Device Issue,Closed
1073,540,2015-05-09 20:25:30.000,Device Issue,Closed
1075,541,2015-04-17 11:43:31.000,Network Issue,Open
1077,542,2015-03-15 11:49:03.000,Network Issue,Closed
1078,543,2015-06-05 21:05:38.000,Network Issue,Open
1080,544,2016-05-08 15:38:24.000,Billing Issue,Closed
1081,545,2017-01-10 08:04:26.000,Billing Issue,Open
1082,546,2017-02-25 02:00:46.000,Device Issue,Closed
1083,547,2016-01-02 17:42:13.000,Device Issue,Closed
1085,548,2016-09-19 11:06:33.000,Network Issue,Closed
1086,549,2015-09-25 17:46:56.000,Device Issue,Open
1090,550,2017-02-07 16:41:01.000,Device Issue,Unresolved
1091,551,2016-12-10 01:25:52.000,Network Issue,Unresolved
1092,552,2016-06-17 12:42:28.000,Network Issue,Unresolved
1093,553,2015-12-01 06:34:35.000,Network Issue,Unresolved
1094,554,2016-05-14 08:28:19.000,Device Issue,Open
1101,555,2016-05-26 23:13:22.000,Device Issue,Open
1104,556,2016-11-08 10:17:48.000,Billing Issue,Closed
1106,557,2016-06-21 15:56:58.000,Network Issue,Closed
1107,558,2016-05-05 10:04:54.000,Device Issue,Closed
1108,559,2016-01-26 07:42:39.000,Device Issue,Closed
1109,560,2016-12-28 22:49:40.000,Billing Issue,Open
1111,561,2015-09-11 19:44:28.000,Network Issue,Closed
1114,562,2015-10-09 10:31:15.000,Device Issue,Open
1115,563,2016-02-15 11:59:11.000,Device Issue,Open
1117,564,2016-11-01 01:26:33.000,Device Issue,Open
1120,565,2017-02-12 15:00:55.000,Device Issue,Unresolved
1121,566,2017-02-14 04:14:27.000,Billing Issue,Closed
1122,567,2016-01-31 08:49:20.000,Device Issue,Closed
1123,568,2016-09-18 15:14:18.000,Billing Issue,Open
1125,569,2016-04-20 03:09:54.000,Network Issue,Open
1126,570,2015-10-12 15:11:57.000,Device Issue,Closed
1128,571,2015-09-03 16:27:55.000,Network Issue,Closed
1129,572,2016-07-31 21:24:24.000,Network Issue,Closed
1136,573,2015-03-31 22:29:30.000,Billing Issue,Unresolved
1137,574,2016-05-29 20:50:39.000,Network Issue,Closed
1138,575,2015-07-14 18:07:55.000,Device Issue,Open
1140,576,2015-09-09 21:29:17.000,Device Issue,Closed
1145,577,2015-04-15 14:46:18.000,Network Issue,Closed
1147,578,2016-05-11 13:12:08.000,Device Issue,Unresolved
1149,579,2017-02-09 18:27:31.000,Device Issue,Open
1151,580,2015-03-11 04:14:50.000,Billing Issue,Unresolved
1157,581,2015-09-14 07:12:18.000,Billing Issue,Open
1160,582,2017-01-12 01:10:05.000,Network Issue,Closed
1161,583,2016-07-09 18:54:01.000,Device Issue,Open
1162,584,2016-11-07 18:14:40.000,Billing Issue,Closed
1165,585,2016-04-14 11:39:00.000,Network Issue,Unresolved
1166,586,2016-03-15 19:09:18.000,Billing Issue,Open
1167,587,2015-11-08 22:46:28.000,Network Issue,Unresolved
1170,588,2016-07-18 04:39:46.000,Network Issue,Closed
1172,589,2016-03-26 11:29:29.000,Device Issue,Unresolved
1173,590,2016-08-23 22:54:04.000,Device Issue,Unresolved
1175,591,2016-07-29 03:54:15.000,Network Issue,Unresolved
1177,592,2015-12-18 21:42:12.000,Billing Issue,Closed
1179,593,2015-12-29 04:31:55.000,Device Issue,Open
1180,594,2015-10-27 03:31:25.000,Network Issue,Closed
1181,595,2016-06-16 02:41:59.000,Network Issue,Closed
1182,596,2016-12-04 21:48:35.000,Network Issue,Unresolved
1187,597,2015-11-26 14:38:14.000,Network Issue,Open
1188,598,2015-10-07 19:35:41.000,Device Issue,Closed
1189,599,2016-12-19 08:24:29.000,Network Issue,Closed
1190,600,2015-03-25 23:51:45.000,Network Issue,Closed
1192,601,2016-02-19 05:37:34.000,Device Issue,Open
1193,602,2016-06-10 02:18:12.000,Billing Issue,Closed
1194,603,2016-10-30 03:56:21.000,Device Issue,Closed
1195,604,2016-05-24 08:18:25.000,Billing Issue,Unresolved
1196,605,2015-12-17 10:12:17.000,Device Issue,Unresolved
1199,606,2016-01-25 22:50:19.000,Network Issue,Open
1200,607,2016-02-15 15:53:51.000,Network Issue,Open
1201,608,2016-07-18 17:32:43.000,Network Issue,Closed
1202,609,2015-09-07 14:05:14.000,Device Issue,Open
1204,610,2015-03-21 10:43:03.000,Billing Issue,Closed
1207,611,2017-01-12 13:53:26.000,Network Issue,Open
1208,612,2016-01-06 12:57:05.000,Network Issue,Open
1210,613,2016-01-10 22:40:19.000,Network Issue,Open
1212,614,2016-10-04 17:00:24.000,Network Issue,Open
1213,615,2016-09-08 04:36:03.000,Billing Issue,Unresolved
1214,616,2016-06-29 04:41:26.000,Device Issue,Closed
1215,617,2015-11-03 17:03:43.000,Billing Issue,Closed
1217,618,2015-08-23 00:34:23.000,Billing Issue,Unresolved
1220,619,2016-03-18 01:06:16.000,Network Issue,Unresolved
1224,620,2015-08-15 02:58:11.000,Device Issue,Unresolved
1226,621,2015-11-24 13:40:06.000,Billing Issue,Closed
1231,622,2016-07-10 16:11:15.000,Device Issue,Unresolved
1234,623,2017-02-12 02:45:25.000,Network Issue,Closed
1236,624,2016-02-23 04:40:28.000,Network Issue,Unresolved
1238,625,2015-10-28 13:43:39.000,Network Issue,Unresolved
1239,626,2016-06-26 01:23:45.000,Billing Issue,Closed
1240,627,2015-02-25 23:15:00.000,Billing Issue,Closed
1243,628,2016-12-30 23:46:58.000,Billing Issue,Closed
1245,629,2016-05-10 01:26:24.000,Network Issue,Open
1247,630,2016-04-18 14:39:58.000,Device Issue,Unresolved
1248,631,2016-10-11 14:14:23.000,Device Issue,Unresolved
1249,632,2015-07-31 11:06:34.000,Network Issue,Open
1251,633,2016-04-26 12:13:55.000,Network Issue,Open
1255,634,2016-10-20 21:24:16.000,Network Issue,Open
1256,635,2016-11-05 01:36:10.000,Billing Issue,Open
1257,636,2016-06-20 02:42:45.000,Billing Issue,Unresolved
1258,637,2016-07-06 09:28:57.000,Device Issue,Unresolved
1261,638,2016-11-15 11:25:28.000,Billing Issue,Open
1265,639,2015-02-02 21:48:40.000,Billing Issue,Unresolved
1266,640,2015-02-03 03:37:52.000,Device Issue,Open
1268,641,2017-02-02 23:06:49.000,Billing Issue,Unresolved
1270,642,2017-02-04 09:15:49.000,Device Issue,Closed
1271,643,2015-03-28 01:53:14.000,Network Issue,Closed
1273,644,2016-11-01 10:03:02.000,Device Issue,Closed
1274,645,2015-06-28 20:56:39.000,Network Issue,Closed
1277,646,2016-03-14 15:14:58.000,Billing Issue,Open
1278,647,2016-07-26 21:58:18.000,Billing Issue,Unresolved
1280,648,2015-05-01 15:48:48.000,Device Issue,Open
1281,649,2016-03-13 23:05:22.000,Device Issue,Open
1282,650,2015-03-17 15:09:02.000,Network Issue,Unresolved
1284,651,2015-03-26 07:49:05.000,Device Issue,Unresolved
1286,652,2015-12-07 03:28:51.000,Device Issue,Unresolved
1287,653,2016-05-20 18:19:31.000,Device Issue,Closed
1290,654,2016-09-30 23:08:20.000,Network Issue,Closed
1292,655,2015-10-18 04:48:21.000,Network Issue,Closed
1293,656,2015-11-11 20:10:13.000,Device Issue,Unresolved
1295,657,2016-08-01 02:06:38.000,Device Issue,Closed
1297,658,2015-11-13 18:31:16.000,Network Issue,Unresolved
1298,659,2016-10-31 22:58:33.000,Billing Issue,Open
1299,660,2017-02-12 11:50:13.000,Device Issue,Closed
1301,661,2015-04-09 06:27:04.000,Network Issue,Unresolved
1303,662,2017-01-22 23:35:50.000,Device Issue,Unresolved
1304,663,2016-11-03 18:21:19.000,Billing Issue,Unresolved
1305,664,2015-10-17 06:32:01.000,Billing Issue,Unresolved
1310,665,2015-12-29 05:37:25.000,Network Issue,Unresolved
1311,666,2015-01-10 05:48:49.000,Network Issue,Closed
1312,667,2016-05-27 21:00:29.000,Network Issue,Unresolved
1315,668,2015-03-13 18:53:57.000,Device Issue,Open
1317,669,2016-09-26 07:42:40.000,Network Issue,Unresolved
1319,670,2016-01-23 02:38:21.000,Billing Issue,Unresolved
1320,671,2016-05-30 05:45:49.000,Network Issue,Unresolved
1321,672,2016-04-13 05:47:04.000,Device Issue,Closed
1323,673,2016-02-22 07:20:40.000,Device Issue,Unresolved
1324,674,2015-06-21 23:56:04.000,Billing Issue,Unresolved
1328,675,2015-07-26 15:56:19.000,Device Issue,Closed
1329,676,2015-05-14 22:51:52.000,Billing Issue,Closed
1337,677,2015-07-29 18:36:14.000,Device Issue,Unresolved
1338,678,2015-09-09 03:50:15.000,Network Issue,Closed
1341,679,2016-11-09 04:52:27.000,Network Issue,Open
1343,680,2016-04-22 10:38:32.000,Device Issue,Unresolved
1344,681,2015-10-19 12:12:35.000,Device Issue,Open
1345,682,2017-02-28 14:14:43.000,Network Issue,Open
1346,683,2015-01-20 23:57:33.000,Network Issue,Open
1348,684,2016-02-03 20:32:17.000,Network Issue,Closed
1349,685,2016-08-22 08:33:58.000,Billing Issue,Open
1350,686,2016-08-10 08:32:54.000,Billing Issue,Open
1351,687,2016-09-21 07:48:05.000,Device Issue,Unresolved
1355,688,2016-05-28 23:30:37.000,Network Issue,Closed
1,1,2015-07-01 14:42:16.000,Billing Issue,Closed
4,2,2015-04-06 04:33:36.000,Device Issue,Closed
5,3,2016-05-17 05:25:53.000,Device Issue,Unresolved
8,4,2015-10-06 00:10:05.000,Network Issue,Open
9,5,2015-09-14 02:30:51.000,Billing Issue,Unresolved
12,6,2017-02-22 22:56:08.000,Network Issue,Unresolved
17,7,2015-12-06 07:03:27.000,Device Issue,Unresolved
19,8,2016-09-19 08:19:20.000,Network Issue,Open
22,9,2015-09-12 12:34:16.000,Device Issue,Unresolved
26,10,2015-01-30 18:24:10.000,Network Issue,Closed
29,11,2015-01-27 05:46:30.000,Network Issue,Closed
30,12,2016-04-17 02:10:07.000,Device Issue,Unresolved
32,13,2016-05-27 02:57:51.000,Network Issue,Open
33,14,2015-06-04 15:36:46.000,Billing Issue,Open
37,15,2017-02-15 20:18:32.000,Device Issue,Unresolved
38,16,2015-07-19 04:40:08.000,Billing Issue,Open
39,17,2016-04-02 16:38:02.000,Billing Issue,Open
41,18,2015-10-19 12:28:21.000,Billing Issue,Closed
42,19,2015-09-16 01:38:06.000,Device Issue,Unresolved
45,20,2015-01-22 00:41:16.000,Billing Issue,Unresolved
48,21,2016-11-23 19:47:29.000,Network Issue,Closed
51,22,2015-08-01 07:44:34.000,Network Issue,Closed
53,23,2015-01-04 19:45:38.000,Billing Issue,Open
55,24,2015-05-28 01:19:55.000,Device Issue,Closed
56,25,2015-10-06 10:10:36.000,Billing Issue,Closed
59,26,2015-03-06 04:30:38.000,Network Issue,Unresolved
60,27,2016-02-26 07:29:32.000,Billing Issue,Unresolved
61,28,2015-07-28 09:51:45.000,Device Issue,Closed
62,29,2015-03-10 23:46:22.000,Network Issue,Open
63,30,2015-07-21 06:42:33.000,Billing Issue,Open
64,31,2015-04-24 19:03:11.000,Billing Issue,Closed
65,32,2015-10-31 12:50:44.000,Device Issue,Closed
66,33,2016-12-05 09:58:44.000,Network Issue,Open
68,34,2015-10-28 01:22:46.000,Billing Issue,Open
70,35,2016-01-06 23:56:45.000,Device Issue,Open
72,36,2015-06-05 08:34:04.000,Network Issue,Closed
73,37,2016-12-21 20:25:25.000,Billing Issue,Unresolved
77,38,2016-02-11 18:59:57.000,Billing Issue,Open
78,39,2015-08-06 20:24:42.000,Device Issue,Closed
79,40,2015-08-05 08:34:01.000,Network Issue,Open
83,41,2015-05-10 19:33:09.000,Device Issue,Closed
85,42,2015-10-01 02:12:39.000,Billing Issue,Open
87,43,2016-04-06 19:38:16.000,Network Issue,Closed
88,44,2015-01-16 16:34:34.000,Network Issue,Open
89,45,2017-01-15 16:39:39.000,Network Issue,Closed
90,46,2016-03-23 21:45:43.000,Device Issue,Unresolved
91,47,2016-07-10 08:25:49.000,Network Issue,Open
93,48,2016-06-01 10:26:39.000,Billing Issue,Closed
94,49,2016-01-16 01:14:32.000,Device Issue,Closed
97,50,2016-06-26 09:29:44.000,Device Issue,Closed
98,51,2015-11-29 06:05:58.000,Network Issue,Closed
99,52,2016-10-02 10:26:57.000,Billing Issue,Open
100,53,2016-01-19 02:08:30.000,Device Issue,Open
101,54,2016-08-16 11:01:03.000,Billing Issue,Closed
104,55,2016-01-19 07:00:56.000,Device Issue,Open
105,56,2016-03-12 18:58:44.000,Network Issue,Closed
106,57,2015-08-14 11:21:00.000,Billing Issue,Unresolved
107,58,2016-06-25 15:44:25.000,Device Issue,Open
108,59,2016-10-25 08:49:54.000,Device Issue,Unresolved
111,60,2015-01-21 05:17:34.000,Network Issue,Unresolved
112,61,2015-11-01 19:45:52.000,Network Issue,Closed
113,62,2016-04-10 17:47:10.000,Billing Issue,Closed
117,63,2015-10-23 11:18:21.000,Billing Issue,Open
118,64,2016-01-12 17:44:00.000,Billing Issue,Closed
119,65,2016-01-03 22:57:37.000,Network Issue,Closed
120,66,2016-01-13 08:41:13.000,Network Issue,Unresolved
121,67,2016-02-24 13:20:54.000,Device Issue,Unresolved
122,68,2015-11-26 13:18:35.000,Device Issue,Closed
123,69,2015-09-18 19:50:30.000,Device Issue,Unresolved
124,70,2015-08-04 11:59:33.000,Billing Issue,Closed
125,71,2015-05-26 23:14:10.000,Network Issue,Closed
126,72,2016-12-09 14:15:50.000,Billing Issue,Unresolved
128,73,2016-05-25 09:01:23.000,Device Issue,Closed
129,74,2015-10-06 20:14:47.000,Device Issue,Open
130,75,2016-05-28 23:34:45.000,Network Issue,Closed
131,76,2015-06-02 11:29:02.000,Billing Issue,Closed
134,77,2015-08-12 03:36:43.000,Device Issue,Open
135,78,2016-12-17 05:08:59.000,Network Issue,Open
137,79,2016-12-30 11:31:46.000,Billing Issue,Unresolved
138,80,2015-04-04 02:51:14.000,Device Issue,Closed
144,81,2016-04-19 19:16:01.000,Network Issue,Closed
147,82,2016-07-09 00:17:47.000,Network Issue,Unresolved
154,83,2016-07-29 07:37:54.000,Device Issue,Unresolved
155,84,2015-06-16 06:11:44.000,Billing Issue,Closed
156,85,2016-05-27 14:08:12.000,Billing Issue,Open
158,86,2015-03-12 13:09:45.000,Network Issue,Open
159,87,2015-07-20 18:33:43.000,Billing Issue,Open
160,88,2016-04-18 18:31:54.000,Device Issue,Open
161,89,2016-10-03 04:12:27.000,Network Issue,Open
163,90,2015-06-11 09:36:49.000,Billing Issue,Closed
164,91,2016-04-21 22:41:45.000,Network Issue,Unresolved
165,92,2015-04-13 16:15:50.000,Device Issue,Open
168,93,2015-06-17 16:25:02.000,Network Issue,Open
169,94,2015-11-16 17:18:30.000,Billing Issue,Open
170,95,2015-10-05 22:34:46.000,Network Issue,Open
171,96,2015-11-30 15:19:38.000,Network Issue,Closed
175,97,2016-02-02 00:13:34.000,Device Issue,Unresolved
177,98,2016-04-28 01:53:27.000,Device Issue,Closed
178,99,2016-11-17 09:47:54.000,Network Issue,Unresolved
180,100,2015-07-15 03:47:23.000,Device Issue,Closed
182,101,2015-02-08 19:17:32.000,Billing Issue,Unresolved
187,102,2016-05-06 10:07:42.000,Billing Issue,Closed
189,103,2015-04-11 16:30:46.000,Device Issue,Unresolved
190,104,2016-08-27 06:50:21.000,Network Issue,Unresolved
191,105,2015-03-28 08:14:08.000,Network Issue,Unresolved
193,106,2015-08-08 05:01:11.000,Device Issue,Closed
194,107,2015-07-08 04:13:34.000,Billing Issue,Closed
196,108,2016-08-06 23:57:52.000,Device Issue,Closed
200,109,2015-09-21 03:43:27.000,Network Issue,Closed
201,110,2017-02-27 01:49:03.000,Network Issue,Open
202,111,2016-03-16 07:39:07.000,Network Issue,Closed
204,112,2015-09-23 00:21:24.000,Billing Issue,Open
207,113,2016-06-16 03:19:49.000,Device Issue,Unresolved
211,114,2016-03-03 00:35:54.000,Network Issue,Closed
215,115,2016-02-05 01:39:06.000,Device Issue,Unresolved
217,116,2015-02-25 06:14:11.000,Network Issue,Open
223,117,2016-04-06 20:58:24.000,Device Issue,Open
224,118,2016-12-17 09:49:06.000,Billing Issue,Unresolved
228,119,2016-12-23 01:26:43.000,Device Issue,Closed
229,120,2016-02-22 21:00:39.000,Network Issue,Open
230,121,2017-02-20 16:33:58.000,Network Issue,Open
234,122,2015-12-06 18:33:09.000,Billing Issue,Unresolved
235,123,2015-03-21 13:29:36.000,Device Issue,Open
240,124,2015-01-10 14:59:42.000,Billing Issue,Unresolved
244,125,2015-10-08 04:47:42.000,Device Issue,Unresolved
245,126,2016-06-16 03:20:14.000,Device Issue,Unresolved
249,127,2017-01-13 12:39:17.000,Billing Issue,Closed
252,128,2015-07-06 18:19:52.000,Billing Issue,Closed
253,129,2016-12-30 05:33:50.000,Device Issue,Open
254,130,2015-03-06 13:33:58.000,Device Issue,Open
255,131,2016-06-14 09:10:16.000,Billing Issue,Open
257,132,2015-06-16 04:46:13.000,Billing Issue,Closed
258,133,2015-02-23 00:13:15.000,Device Issue,Unresolved
259,134,2016-03-16 12:33:30.000,Device Issue,Open
260,135,2015-01-01 22:29:40.000,Network Issue,Unresolved
263,136,2016-11-18 03:48:54.000,Network Issue,Closed
269,137,2017-01-21 15:11:27.000,Billing Issue,Unresolved
272,138,2015-03-14 21:16:46.000,Billing Issue,Unresolved
273,139,2016-03-11 12:55:08.000,Network Issue,Unresolved
274,140,2015-01-03 20:18:21.000,Device Issue,Unresolved
278,141,2015-05-11 23:58:05.000,Billing Issue,Unresolved
279,142,2015-07-30 00:08:04.000,Billing Issue,Open
280,143,2016-10-23 22:41:01.000,Billing Issue,Open
281,144,2015-10-25 14:31:33.000,Device Issue,Closed
282,145,2016-10-15 00:26:29.000,Billing Issue,Open
284,146,2015-06-07 07:23:13.000,Device Issue,Open
285,147,2016-07-24 20:25:04.000,Device Issue,Closed
288,148,2015-02-06 15:43:46.000,Network Issue,Closed
290,149,2015-11-30 12:12:21.000,Network Issue,Unresolved
292,150,2016-11-24 21:50:17.000,Billing Issue,Closed
293,151,2015-04-06 12:55:06.000,Billing Issue,Unresolved
295,152,2015-04-01 21:59:00.000,Network Issue,Closed
297,153,2015-08-30 11:52:04.000,Billing Issue,Open
299,154,2017-02-26 06:50:32.000,Network Issue,Closed
301,155,2015-12-01 11:52:04.000,Billing Issue,Closed
302,156,2016-12-11 08:21:36.000,Network Issue,Open
303,157,2015-07-22 10:37:04.000,Billing Issue,Closed
305,158,2015-04-08 21:16:34.000,Billing Issue,Unresolved
306,159,2016-08-27 04:02:08.000,Network Issue,Open
308,160,2017-02-16 03:59:20.000,Network Issue,Unresolved
311,161,2016-02-23 10:46:53.000,Network Issue,Closed
313,162,2015-06-30 18:15:39.000,Network Issue,Unresolved
317,163,2015-04-22 02:35:18.000,Network Issue,Closed
319,164,2015-06-15 11:13:06.000,Network Issue,Unresolved
321,165,2016-03-07 08:52:43.000,Billing Issue,Unresolved
322,166,2015-03-06 22:07:13.000,Device Issue,Open
323,167,2015-02-20 17:35:27.000,Device Issue,Open
324,168,2016-12-08 00:52:29.000,Device Issue,Open
325,169,2016-08-04 01:25:35.000,Billing Issue,Closed
326,170,2016-10-28 19:45:04.000,Network Issue,Open
329,171,2015-03-11 22:53:54.000,Network Issue,Closed
337,172,2016-06-02 07:21:14.000,Device Issue,Unresolved
339,173,2016-01-13 04:27:36.000,Network Issue,Unresolved
340,174,2017-02-10 20:44:54.000,Network Issue,Open
342,175,2016-02-04 08:53:41.000,Device Issue,Closed
2734,1359,2015-04-05 03:32:04.000,Device Issue,Open
2773,1379,2016-10-25 03:09:14.000,Billing Issue,Open
2736,1360,2016-07-10 09:29:41.000,Billing Issue,Unresolved
2774,1380,2017-02-08 14:11:24.000,Network Issue,Closed
2737,1361,2015-10-08 00:46:16.000,Device Issue,Unresolved
2775,1381,2016-12-29 21:03:00.000,Device Issue,Unresolved
2776,1382,2016-03-09 12:36:54.000,Network Issue,Open
2755,1370,2016-01-18 23:38:04.000,Billing Issue,Open
2757,1371,2015-06-17 21:13:18.000,Billing Issue,Closed
2758,1372,2015-02-04 12:51:56.000,Device Issue,Open
2764,1373,2016-02-03 13:29:45.000,Billing Issue,Closed
2807,1397,2016-02-04 19:34:29.000,Billing Issue,Open
2805,1391,2015-04-04 09:55:33.000,Network Issue,Open
2806,1393,2015-11-19 13:07:50.000,Network Issue,Closed
2823,1403,2015-09-03 21:18:38.000,Billing Issue,Closed
2795,1389,2015-08-29 01:42:22.000,Device Issue,Unresolved
2797,1390,2015-09-12 12:56:24.000,Billing Issue,Open
2799,1392,2015-11-17 14:40:05.000,Network Issue,Closed
2800,1394,2015-03-16 12:45:07.000,Network Issue,Open
2802,1395,2016-01-18 02:04:29.000,Network Issue,Closed
2803,1396,2016-06-15 19:39:30.000,Billing Issue,Closed
2780,1383,2016-12-11 03:15:04.000,Billing Issue,Closed
2782,1384,2016-10-06 04:52:40.000,Network Issue,Unresolved
2783,1385,2015-05-05 07:58:45.000,Billing Issue,Closed
2785,1386,2016-05-28 07:37:02.000,Device Issue,Open
2833,1409,2016-02-12 01:51:02.000,Device Issue,Closed
2834,1410,2016-01-10 22:15:05.000,Device Issue,Unresolved
2836,1412,2015-08-30 18:01:54.000,Billing Issue,Unresolved
2837,1413,2016-08-13 17:32:59.000,Device Issue,Closed
2838,1414,2015-02-19 23:20:15.000,Network Issue,Open
2839,1415,2016-07-02 04:23:25.000,Device Issue,Unresolved
2840,1416,2015-04-13 14:38:27.000,Device Issue,Unresolved
2844,1419,2016-08-05 10:20:31.000,Billing Issue,Unresolved
2849,1420,2015-02-26 23:07:07.000,Device Issue,Open
2841,1417,2015-08-13 17:55:34.000,Network Issue,Unresolved
2843,1418,2016-08-19 11:18:21.000,Billing Issue,Open
2817,1401,2015-09-03 14:36:04.000,Network Issue,Closed
2818,1402,2016-09-25 14:24:05.000,Network Issue,Open
2791,1387,2016-03-11 09:13:24.000,Billing Issue,Unresolved
2794,1388,2016-05-14 22:18:28.000,Network Issue,Unresolved
2809,1398,2015-05-25 14:05:53.000,Network Issue,Closed
2811,1399,2016-04-27 06:40:38.000,Device Issue,Unresolved
2813,1400,2015-01-26 06:36:38.000,Network Issue,Closed
2827,1404,2016-03-17 05:49:17.000,Network Issue,Closed
2829,1405,2016-06-21 22:59:03.000,Device Issue,Unresolved
2830,1406,2016-09-02 09:18:23.000,Device Issue,Open
2831,1407,2016-08-23 21:57:21.000,Network Issue,Unresolved
2832,1408,2016-07-01 17:43:09.000,Network Issue,Closed
2850,1421,2016-04-02 13:28:00.000,Network Issue,Open
2852,1422,2016-07-27 22:07:52.000,Device Issue,Closed
2853,1423,2016-07-03 03:14:33.000,Network Issue,Open
2854,1424,2016-05-13 13:16:29.000,Network Issue,Closed
2856,1425,2016-12-24 01:24:56.000,Device Issue,Open
2857,1426,2015-11-06 11:36:59.000,Device Issue,Open
2858,1427,2015-07-26 09:32:03.000,Device Issue,Open
2860,1428,2015-01-03 12:25:01.000,Billing Issue,Unresolved
2835,1411,2016-11-05 23:08:52.000,Device Issue,Unresolved
2875,1435,2016-05-11 13:24:19.000,Billing Issue,Open
2868,1429,2015-08-17 15:03:05.000,Device Issue,Unresolved
2870,1430,2016-08-17 23:46:52.000,Device Issue,Open
2882,1441,2015-05-04 19:12:02.000,Device Issue,Closed
2884,1442,2016-08-08 18:19:08.000,Network Issue,Open
2888,1443,2015-08-22 16:12:42.000,Billing Issue,Open
2891,1444,2016-11-20 21:17:30.000,Billing Issue,Unresolved
2895,1445,2016-08-05 04:40:11.000,Network Issue,Open
2862,1431,2015-01-20 09:50:29.000,Network Issue,Open
