tac,brandmodel,manufacturer,frequencies_band,radiointerface,brandname,modelname,os,chipnfc,chipbluetooth,chipwlan,devicetype,removableuicc,removableeuicc,nonremovableuicc,nonremovableeuicc,deviceatlasid,standardisedfull,standardised_device_model,standardisedmarketing,interlmodel,allocationdate,countrycode,fixedcode,manufacturercode,year_released,mobile_device,hardwaretype,touchscreen,screenwidth,screenheight,diagolscreensize,displayppi,devicepixelratio,screencolordepth,nfc,camera,ismobilephone,istablet,isereader,isgamesconsole,istv,issettupbox,ismediaplayer,chipsetvendor,chipset,chipsetmodel,cpu,cpu_cores,cpu_maximum_frequency,gpu,sim_slots,sim_size,interl_storage_capacity,expandable_storage,total_ram,os_me,os_version,os_android,os_bada,os_ios,os_rim,os_symbian,os_windows_mobile,os_windows_phone,os_windows_rt,os_web_os,browser_me,browser_version,browser_rendering_engine,markup_xhtml_basic_1v0,markup_xhtml_mp_1v0,markup_xhtml_mp_1v1,markup_xhtml_mp_1v2,markup_wml1,vcard_download,image__gif87,image__gif89a,image__jpg,image__png,uri_scheme_tel,uri_scheme_sms,uri_scheme_sms_to,cookie,https,memory_limit_markup,memory_limit_embedded_media,memory_limit_download,flash_capable,js_support_basic_java_script,js_modify_dom,js_modify_css,js_support_events,js_support_event_listener,js_xhr,js_support_console_log,js_json,supports_client_side,csd,hscsd,gprs,edge,hsdpa,umts,hspa,lte,lte_category,lte_advanced,volte,wifi,vowifi,html_audio,html_canvas,html_inline_svg,html_svg,html_video,css_animations,css_columns,css_transforms,css_transitions,js_application_cache,js_geo_location,js_indexeddb,js_local_storage,js_session_storage,js_web_gl,js_web_sockets,js_web_sql_database,js_web_workers,js_device_orientation,js_device_motion,js_touch_events,js_query_selector,wmv,midi_monophonic,midi_polyphonic,amr,mp3,aac
35706308,Samsung SM-G532F/DS,Samsung Korea,"WCDMA FDD Band I,WCDMA FDD Band II,WCDMA FDD Band V,WCDMA FDD Band VIII,LTE FDD BAND 1,LTE FDD BAND 3,LTE FDD BAND 5,LTE FDD BAND 7,LTE FDD BAND 8,LTE FDD BAND 20,GSM850 (GSM800),GSM 900,GSM 1800,GSM 1900,2 UICC,0 eUICC",NONE,Samsung,SM-G532F/DS,Android,N,Y,Y,Smartphone,2 UICC,0 eUICC,Not Known,Not Known,17373290,Samsung Galaxy J2 Prime,SM-G532F,Galaxy J2 Prime,Samsung SM-G532F/DS,2016-12-22 00:00:00.000,450,MANU,210005,2016,1,Mobile Phone,1,540,960,5,220,1.5,24,0,8,1,0,0,0,0,0,0,MStar Semiconductor,,MT6737T,Cortex-A53,4,1400,Mali-T720 MP2,2,Micro,8,1,1536,Android,6.0.1,1,0,0,0,0,0,0,0,0,Android Browser,,WebKit,1,1,1,1,,1,1,,1,1,1,1,,1,1,0,0,0,1,1,1,1,1,1,1,,,1,,,1,1,1,1,1,1,4,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1
35765206,Xperia Z3 Compact,Sony Mobile Communications,"LTE FDD BAND 1,LTE FDD BAND 13,LTE FDD BAND 17,LTE FDD BAND 2,LTE FDD BAND 20,LTE FDD BAND 3,LTE FDD BAND 4,LTE FDD BAND 5,LTE FDD BAND 7,LTE FDD BAND 8,WCDMA FDD Band I,WCDMA FDD Band II,WCDMA FDD Band IV,WCDMA FDD Band V,WCDMA FDD Band VIII,GSM 1800,GSM 900,GSM850 (GSM800)",NONE,Sony,"M55w, D5803",Android,Y,Y,Y,Smartphone,Not Known,Not Known,Not Known,Not Known,7287997,Sony Xperia Z3 Compact,D5803,Xperia Z3 Compact,PM-0810-BV,2014-11-03 00:00:00.000,240,MANU,211639,2014,1,Mobile Phone,1,720,1280,4.6,319,2,24,1,20.7,1,0,0,0,0,0,0,Qualcomm,Spdragon 801,MSM8974AC,Krait 400,4,2500,Adreno 330,1,no,16,1,2048,Android,4.4.4,1,0,0,0,0,0,0,0,0,Android Browser,,WebKit,1,1,1,1,,1,1,,1,1,1,1,,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,4,1,,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,,1,1
35765408,Samsung SM-A320FL,Samsung Korea,"GSM850 (GSM800),GSM 900,GSM 1800,GSM 1900,WCDMA FDD Band I,WCDMA FDD Band II,WCDMA FDD Band V,WCDMA FDD Band VIII,LTE TDD BAND 40,CA_3C,CA_7C,CA_40C,CA_1A-5A,CA_1A-8A,CA_1A-20A,CA_3C-5A,CA_3A-7A,CA_3A-8A,CA_3A-20A,CA_3A-40A,CA_5A-7A,CA_5A-40A,CA_7A-8A,CA_7A-20A,CA_3A-3A,CA_7A-7A,CA_40A-40A,LTE FDD BAND 1,LTE FDD BAND 2,LTE FDD BAND 3,LTE FDD BAND 5,LTE FDD BAND 7,LTE FDD BAND 8,LTE FDD BAND 20,1 UICC,0 eUICC",NONE,Samsung,SM-A320FL,Android,Y,Y,Y,Smartphone,1 UICC,0 eUICC,Not Known,Not Known,18349838,Samsung Galaxy A3,SM-A320FL,Galaxy A3,Samsung SM-A320FL,2017-01-25 00:00:00.000,450,MANU,210005,2017,1,Mobile Phone,1,720,1280,4.7,312,2,24,1,,1,0,0,0,0,0,0,Samsung,Exynos 7 Octa,7870,Cortex-A53,8,1590,Mali-T830,,no,16,1,2048,Android,6.0.1,1,0,0,0,0,0,0,0,0,Android Browser,,WebKit,1,1,1,1,,1,1,,1,1,1,1,,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,1,1
35765508,Samsung SM-J510FN,Samsung Korea,"LTE TDD BAND 40,GSM850 (GSM800),GSM 900,GSM 1800,GSM 1900,LTE FDD BAND 1,LTE FDD BAND 3,LTE FDD BAND 5,LTE FDD BAND 7,LTE FDD BAND 8,LTE FDD BAND 20,WCDMA FDD Band I,WCDMA FDD Band II,WCDMA FDD Band V,WCDMA FDD Band VIII,1 UICC,0 eUICC",NONE,Samsung,SM-J510FN,Android,Y,Y,Y,Smartphone,1 UICC,0 eUICC,Not Known,Not Known,12506144,Samsung Galaxy J5,SM-J510FN,Galaxy J5,Samsung SM-J510FN,2017-01-25 00:00:00.000,450,MANU,210005,2016,1,Mobile Phone,1,720,1280,5.2,282,2,24,1,13,1,0,0,0,0,0,0,Qualcomm,Spdragon 410,MSM8916,Cortex-A53,4,1200,Adreno 306,2,Micro,16,1,2048,Android,5.1.1,1,0,0,0,0,0,0,0,0,Android Browser,,WebKit,1,1,1,1,,1,1,,1,1,1,1,,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,,,1,1,1,1,,1,3,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,,1,1,,1,1
35765708,Samsung SM-J510FN/DS,Samsung Korea,"WCDMA FDD Band I,WCDMA FDD Band II,WCDMA FDD Band V,WCDMA FDD Band VIII,LTE TDD BAND 40,GSM850 (GSM800),GSM 900,GSM 1800,GSM 1900,LTE FDD BAND 1,LTE FDD BAND 3,LTE FDD BAND 5,LTE FDD BAND 7,LTE FDD BAND 8,LTE FDD BAND 20,2 UICC,0 eUICC",NONE,Samsung,SM-J510FN/DS,Android,Y,Y,Y,Smartphone,2 UICC,0 eUICC,Not Known,Not Known,12506144,Samsung Galaxy J5,SM-J510FN,Galaxy J5,Samsung SM-J510FN/DS,2017-01-25 00:00:00.000,450,MANU,210005,2016,1,Mobile Phone,1,720,1280,5.2,282,2,24,1,13,1,0,0,0,0,0,0,Qualcomm,Spdragon 410,MSM8916,Cortex-A53,4,1200,Adreno 306,2,Micro,16,1,2048,Android,5.1.1,1,0,0,0,0,0,0,0,0,Android Browser,,WebKit,1,1,1,1,,1,1,,1,1,1,1,,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,,,1,1,1,1,,1,3,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,,1,1,,1,1
35765908,Samsung SM-J111F/DS,Samsung Korea,"LTE FDD BAND 1,LTE FDD BAND 3,LTE FDD BAND 5,LTE FDD BAND 7,LTE FDD BAND 8,LTE FDD BAND 20,GSM850 (GSM800),GSM 900,GSM 1800,GSM 1900,WCDMA FDD Band I,WCDMA FDD Band V,WCDMA FDD Band VIII,LTE TDD BAND 40,2 UICC,0 eUICC",NONE,Samsung,SM-J111F/DS,Android,N,Y,Y,Smartphone,2 UICC,0 eUICC,Not Known,Not Known,11874165,Samsung Galaxy J1 Ace,SM-J111F,Galaxy J1 Ace,Samsung SM-J111F/DS,2017-01-25 00:00:00.000,450,MANU,210005,2016,1,Mobile Phone,1,480,800,4.3,217,1.5,18,0,5,1,0,0,0,0,0,0,Spreadtrum,,SC9830,Cortex-A7,4,1500,Mali-400 MP2,2,Micro,4,1,1024,Android,5.1,1,0,0,0,0,0,0,0,0,Android Browser,,WebKit,1,1,1,1,,1,1,,1,1,1,1,,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,,,,1,,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,,1,0,1,1,1,,1,1,1,1,1
35766008,Samsung SM-J111F/DS,Samsung Korea,"LTE FDD BAND 1,LTE FDD BAND 3,LTE FDD BAND 5,LTE FDD BAND 7,LTE FDD BAND 8,LTE FDD BAND 20,GSM850 (GSM800),GSM 900,GSM 1800,GSM 1900,WCDMA FDD Band I,WCDMA FDD Band V,WCDMA FDD Band VIII,LTE TDD BAND 40,2 UICC,0 eUICC",NONE,Samsung,SM-J111F/DS,Android,N,Y,Y,Smartphone,2 UICC,0 eUICC,Not Known,Not Known,11874165,Samsung Galaxy J1 Ace,SM-J111F,Galaxy J1 Ace,Samsung SM-J111F/DS,2017-01-25 00:00:00.000,450,MANU,210005,2016,1,Mobile Phone,1,480,800,4.3,217,1.5,18,0,5,1,0,0,0,0,0,0,Spreadtrum,,SC9830,Cortex-A7,4,1500,Mali-400 MP2,2,Micro,4,1,1024,Android,5.1,1,0,0,0,0,0,0,0,0,Android Browser,,WebKit,1,1,1,1,,1,1,,1,1,1,1,,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,,,,1,,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,,1,0,1,1,1,,1,1,1,1,1
35793907,Samsung SM-J111F/DS,Samsung Korea,"GSM 1800,GSM 1900,GSM 900,GSM850 (GSM800),WCDMA FDD Band I,WCDMA FDD Band V,WCDMA FDD Band VIII,LTE FDD BAND 1,LTE FDD BAND 20,LTE FDD BAND 3,LTE FDD BAND 5,LTE FDD BAND 7,LTE FDD BAND 8,LTE TDD BAND 40,2 UICC",NONE,Samsung,SM-J111F/DS,Android,N,Y,Y,Smartphone,2 UICC,Not Known,Not Known,Not Known,11874165,Samsung Galaxy J1 Ace,SM-J111F,Galaxy J1 Ace,Samsung SM-J111F/DS,2016-01-07 00:00:00.000,450,MANU,210005,2016,1,Mobile Phone,1,480,800,4.3,217,1.5,18,0,5,1,0,0,0,0,0,0,Spreadtrum,,SC9830,Cortex-A7,4,1500,Mali-400 MP2,2,Micro,4,1,1024,Android,5.1,1,0,0,0,0,0,0,0,0,Android Browser,,WebKit,1,1,1,1,,1,1,,1,1,1,1,,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,,,,1,,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,,1,0,1,1,1,,1,1,1,1,1
35794007,Samsung SM-J111F/DS,Samsung Korea,"WCDMA FDD Band I,WCDMA FDD Band V,WCDMA FDD Band VIII,LTE TDD BAND 40,LTE FDD BAND 1,LTE FDD BAND 20,LTE FDD BAND 3,LTE FDD BAND 5,LTE FDD BAND 7,LTE FDD BAND 8,GSM 1800,GSM 1900,GSM 900,GSM850 (GSM800),2 UICC",NONE,Samsung,SM-J111F/DS,Android,N,Y,Y,Smartphone,2 UICC,Not Known,Not Known,Not Known,11874165,Samsung Galaxy J1 Ace,SM-J111F,Galaxy J1 Ace,Samsung SM-J111F/DS,2016-01-07 00:00:00.000,450,MANU,210005,2016,1,Mobile Phone,1,480,800,4.3,217,1.5,18,0,5,1,0,0,0,0,0,0,Spreadtrum,,SC9830,Cortex-A7,4,1500,Mali-400 MP2,2,Micro,4,1,1024,Android,5.1,1,0,0,0,0,0,0,0,0,Android Browser,,WebKit,1,1,1,1,,1,1,,1,1,1,1,,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,,,,1,,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,,1,0,1,1,1,,1,1,1,1,1
35794107,Samsung SM-J120G/DS,Samsung Korea,"LTE FDD BAND 1,LTE FDD BAND 3,LTE FDD BAND 5,LTE FDD BAND 7,LTE FDD BAND 8,GSM850 (GSM800),GSM 900,GSM 1800,GSM 1900,LTE TDD BAND 38,LTE TDD BAND 40,WCDMA FDD Band I,WCDMA FDD Band II,WCDMA FDD Band V,WCDMA FDD Band VIII,2 UICC",NONE,Samsung,SM-J120G/DS,Android,Y,N,Y,Smartphone,2 UICC,Not Known,Not Known,Not Known,11874298,Samsung Galaxy J1 (2016),SM-J120G,Galaxy J1 (2016),Samsung SM-J120G/DS,2016-01-08 00:00:00.000,450,MANU,210005,2016,1,Mobile Phone,1,480,854,4.5,218,1.5,24,0,5,1,0,0,0,0,0,0,Samsung,Exynos 3 Quad,3475,Cortex-A7,4,1300,Mali-T720,1,Micro,8,1,1024,Android,5.1.1,1,0,0,0,0,0,0,0,0,Android Browser,,WebKit,1,1,1,1,,1,1,,1,1,1,1,,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,,1,1,1,1,1
35794207,Samsung SM-J120G/DS,Samsung Korea,"LTE TDD BAND 38,LTE TDD BAND 40,GSM850 (GSM800),GSM 900,GSM 1800,GSM 1900,WCDMA FDD Band I,WCDMA FDD Band II,WCDMA FDD Band V,WCDMA FDD Band VIII,LTE FDD BAND 1,LTE FDD BAND 3,LTE FDD BAND 5,LTE FDD BAND 7,LTE FDD BAND 8,2 UICC",NONE,Samsung,SM-J120G/DS,Android,Y,N,Y,Smartphone,2 UICC,Not Known,Not Known,Not Known,11874298,Samsung Galaxy J1 (2016),SM-J120G,Galaxy J1 (2016),Samsung SM-J120G/DS,2016-01-08 00:00:00.000,450,MANU,210005,2016,1,Mobile Phone,1,480,854,4.5,218,1.5,24,0,5,1,0,0,0,0,0,0,Samsung,Exynos 3 Quad,3475,Cortex-A7,4,1300,Mali-T720,1,Micro,8,1,1024,Android,5.1.1,1,0,0,0,0,0,0,0,0,Android Browser,,WebKit,1,1,1,1,,1,1,,1,1,1,1,,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,,1,1,1,1,1
35794303,E160,HUAWEI Technologies Co Ltd,"WCDMA FDD Band I,WCDMA FDD Band II,WCDMA FDD Band V,GSM 1800,GSM 1900,GSM 900,GSM850 (GSM800)","EDGE,GPRS",Not Known,E160,Not Known,Not Known,Not Known,Not Known,Portable(include PDA),Not Known,Not Known,Not Known,Not Known,10315121,Huawei E160,E160,,E160,2009-08-24 00:00:00.000,460,MANU,210134,2010,1,Plug-in Modem,0,,,,,,,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35795408,Samsung SM-G532F/DS,Samsung Korea,"LTE FDD BAND 1,LTE FDD BAND 3,LTE FDD BAND 5,LTE FDD BAND 7,LTE FDD BAND 8,LTE FDD BAND 20,GSM850 (GSM800),GSM 900,GSM 1800,GSM 1900,WCDMA FDD Band I,WCDMA FDD Band II,WCDMA FDD Band V,WCDMA FDD Band VIII,2 UICC,0 eUICC",NONE,Samsung,SM-G532F/DS,Android,N,Y,Y,Smartphone,2 UICC,0 eUICC,Not Known,Not Known,17373290,Samsung Galaxy J2 Prime,SM-G532F,Galaxy J2 Prime,Samsung SM-G532F/DS,2017-02-17 00:00:00.000,450,MANU,210005,2016,1,Mobile Phone,1,540,960,5,220,1.5,24,0,8,1,0,0,0,0,0,0,MStar Semiconductor,,MT6737T,Cortex-A53,4,1400,Mali-T720 MP2,2,Micro,8,1,1536,Android,6.0.1,1,0,0,0,0,0,0,0,0,Android Browser,,WebKit,1,1,1,1,,1,1,,1,1,1,1,,1,1,0,0,0,1,1,1,1,1,1,1,,,1,,,1,1,1,1,1,1,4,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1
35834508,Samsung SM-G615F/DS,Samsung Korea,"GSM850 (GSM800),GSM 900,GSM 1800,GSM 1900,WCDMA FDD Band I,WCDMA FDD Band II,WCDMA FDD Band V,WCDMA FDD Band VIII,LTE TDD BAND 40,LTE FDD BAND 1,LTE FDD BAND 3,LTE FDD BAND 5,LTE FDD BAND 8,LTE FDD BAND 20,2 UICC,0 eUICC",NONE,Samsung,SM-G615F/DS,Android,N,Y,Y,Smartphone,2 UICC,0 eUICC,Not Known,Not Known,20778272,Samsung Galaxy J7 Max,SM-G615F,Galaxy J7 Max,Samsung SM-G615F/DS,2017-03-14 00:00:00.000,450,MANU,210005,2017,1,Mobile Phone,1,1080,1920,5.7,386,2.625,24,0,13,1,0,0,0,0,0,0,MediaTek,Helio P20,MT6757,Cortex-A53,8,2300,Mali-T860 MP2,2,no,32,1,4096,Android,7,1,0,0,0,0,0,0,0,0,Android Browser,,WebKit,1,1,1,1,,1,1,1,1,1,1,1,,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,4,1,0,1,0,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,,1,1,1,1,1
35835106,Apple iPhone 6 Plus (A1524),Apple Inc,"LTE FDD BAND 1,LTE FDD BAND 13,LTE FDD BAND 17,LTE FDD BAND 18,LTE FDD BAND 19,LTE FDD BAND 2,LTE FDD BAND 20,LTE FDD BAND 25,LTE FDD BAND 26,LTE FDD BAND 28,LTE FDD BAND 29,LTE FDD BAND 3,LTE FDD BAND 4,LTE FDD BAND 5,LTE FDD BAND 7,LTE FDD BAND 8,LTE TDD BAND 38,LTE TDD BAND 39,LTE TDD BAND 40,LTE TDD BAND 41,CDMA2000,TD-SCDMA,WCDMA FDD Band I,WCDMA FDD Band II,WCDMA FDD Band IV,WCDMA FDD Band V,WCDMA FDD Band VIII,GSM 1800,GSM 1900,GSM 900,GSM850 (GSM800)","GPRS, EDGE",Apple,iPhone 6 Plus (A1524),iOS,Y,Y,Y,Smartphone,Not Known,Not Known,Not Known,Not Known,10196072,Apple iPhone 6 Plus,iPhone 6 Plus A1524,iPhone 6 Plus,Apple iPhone 6 Plus (A1524),2014-12-10 00:00:00.000,310,MANU,205157,2014,1,Mobile Phone,1,1080,1920,5.5,401,3,24,1,8,1,0,0,0,0,0,0,Apple,A8,APL1011,Typhoon,2,1400,PowerVR GX6450,1,no,16/64,0,1024,iOS,8,0,0,1,0,0,0,0,0,0,Safari,,WebKit,1,1,1,1,,,1,1,1,1,,,,1,1,,,0,0,1,1,1,1,1,1,,,1,,,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,0,,,,1,1
35835206,Apple iPhone 6 Plus (A1524),Apple Inc,"GSM 1800,GSM 1900,GSM 900,GSM850 (GSM800),LTE TDD BAND 38,LTE TDD BAND 39,LTE TDD BAND 40,LTE TDD BAND 41,LTE FDD BAND 1,LTE FDD BAND 13,LTE FDD BAND 17,LTE FDD BAND 18,LTE FDD BAND 19,LTE FDD BAND 2,LTE FDD BAND 20,LTE FDD BAND 25,LTE FDD BAND 26,LTE FDD BAND 28,LTE FDD BAND 29,LTE FDD BAND 3,LTE FDD BAND 4,LTE FDD BAND 5,LTE FDD BAND 7,LTE FDD BAND 8,CDMA2000,TD-SCDMA,WCDMA FDD Band I,WCDMA FDD Band II,WCDMA FDD Band IV,WCDMA FDD Band V,WCDMA FDD Band VIII","GPRS, EDGE",Apple,iPhone 6 Plus (A1524),iOS,Y,Y,Y,Smartphone,Not Known,Not Known,Not Known,Not Known,10196072,Apple iPhone 6 Plus,iPhone 6 Plus A1524,iPhone 6 Plus,Apple iPhone 6 Plus (A1524),2014-12-10 00:00:00.000,310,MANU,205157,2014,1,Mobile Phone,1,1080,1920,5.5,401,3,24,1,8,1,0,0,0,0,0,0,Apple,A8,APL1011,Typhoon,2,1400,PowerVR GX6450,1,no,16/64,0,1024,iOS,8,0,0,1,0,0,0,0,0,0,Safari,,WebKit,1,1,1,1,,,1,1,1,1,,,,1,1,,,0,0,1,1,1,1,1,1,,,1,,,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,0,,,,1,1
35835306,Apple iPhone 6 Plus (A1524),Apple Inc,"LTE TDD BAND 38,LTE TDD BAND 39,LTE TDD BAND 40,LTE TDD BAND 41,CDMA2000,TD-SCDMA,WCDMA FDD Band I,WCDMA FDD Band II,WCDMA FDD Band IV,WCDMA FDD Band V,WCDMA FDD Band VIII,GSM 1800,GSM 1900,GSM 900,GSM850 (GSM800),LTE FDD BAND 1,LTE FDD BAND 13,LTE FDD BAND 17,LTE FDD BAND 18,LTE FDD BAND 19,LTE FDD BAND 2,LTE FDD BAND 20,LTE FDD BAND 25,LTE FDD BAND 26,LTE FDD BAND 28,LTE FDD BAND 29,LTE FDD BAND 3,LTE FDD BAND 4,LTE FDD BAND 5,LTE FDD BAND 7,LTE FDD BAND 8","GPRS, EDGE",Apple,iPhone 6 Plus (A1524),iOS,Y,Y,Y,Smartphone,Not Known,Not Known,Not Known,Not Known,10196072,Apple iPhone 6 Plus,iPhone 6 Plus A1524,iPhone 6 Plus,Apple iPhone 6 Plus (A1524),2014-12-10 00:00:00.000,310,MANU,205157,2014,1,Mobile Phone,1,1080,1920,5.5,401,3,24,1,8,1,0,0,0,0,0,0,Apple,A8,APL1011,Typhoon,2,1400,PowerVR GX6450,1,no,16/64,0,1024,iOS,8,0,0,1,0,0,0,0,0,0,Safari,,WebKit,1,1,1,1,,,1,1,1,1,,,,1,1,,,0,0,1,1,1,1,1,1,,,1,,,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,0,,,,1,1
35835406,Apple iPhone 6 Plus (A1524),Apple Inc,"LTE TDD BAND 38,LTE TDD BAND 39,LTE TDD BAND 40,LTE TDD BAND 41,TD-SCDMA,WCDMA FDD Band I,WCDMA FDD Band II,WCDMA FDD Band IV,WCDMA FDD Band V,WCDMA FDD Band VIII,LTE FDD BAND 1,LTE FDD BAND 13,LTE FDD BAND 17,LTE FDD BAND 18,LTE FDD BAND 19,LTE FDD BAND 2,LTE FDD BAND 20,LTE FDD BAND 25,LTE FDD BAND 26,LTE FDD BAND 28,LTE FDD BAND 29,LTE FDD BAND 3,LTE FDD BAND 4,LTE FDD BAND 5,LTE FDD BAND 7,LTE FDD BAND 8,CDMA2000,GSM 1800,GSM 1900,GSM 900,GSM850 (GSM800)","GPRS, EDGE",Apple,iPhone 6 Plus (A1524),iOS,Y,Y,Y,Smartphone,Not Known,Not Known,Not Known,Not Known,10196072,Apple iPhone 6 Plus,iPhone 6 Plus A1524,iPhone 6 Plus,Apple iPhone 6 Plus (A1524),2014-12-10 00:00:00.000,310,MANU,205157,2014,1,Mobile Phone,1,1080,1920,5.5,401,3,24,1,8,1,0,0,0,0,0,0,Apple,A8,APL1011,Typhoon,2,1400,PowerVR GX6450,1,no,16/64,0,1024,iOS,8,0,0,1,0,0,0,0,0,0,Safari,,WebKit,1,1,1,1,,,1,1,1,1,,,,1,1,,,0,0,1,1,1,1,1,1,,,1,,,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,0,,,,1,1
35835506,Apple iPhone 5S (A1533),Apple Inc,"WCDMA FDD Band I,WCDMA FDD Band II,WCDMA FDD Band IV,WCDMA FDD Band V,WCDMA FDD Band VIII,CDMA2000,LTE FDD BAND 1,LTE FDD BAND 13,LTE FDD BAND 17,LTE FDD BAND 19,LTE FDD BAND 2,LTE FDD BAND 20,LTE FDD BAND 25,LTE FDD BAND 3,LTE FDD BAND 4,LTE FDD BAND 5,LTE FDD BAND 8,GSM 1800,GSM 1900,GSM 900,GSM850 (GSM800)","GPRS, EDGE",Apple,iPhone 5S (A1533),iOS,N,Y,Y,Smartphone,Not Known,Not Known,Not Known,Not Known,10197263,Apple iPhone 5S,iPhone 5S A1533,iPhone 5S,Apple iPhone 5S (A1533),2014-12-10 00:00:00.000,310,MANU,205157,2013,1,Mobile Phone,1,640,1136,4,326,2,24,0,8,1,0,0,0,0,0,0,Apple,A7,APL0698,Cyclone,2,1300,PowerVR G6430,1,no,16/32/64,0,1024,iOS,7,0,0,1,0,0,0,0,0,0,Safari,,WebKit,1,1,1,1,,,1,1,1,1,,,,1,1,,,0,0,1,1,1,1,1,1,,,1,,,1,1,1,1,1,1,3,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,0,,,,1,1
35835606,Apple iPhone 5S (A1533),Apple Inc,"CDMA2000,LTE FDD BAND 1,LTE FDD BAND 13,LTE FDD BAND 17,LTE FDD BAND 19,LTE FDD BAND 2,LTE FDD BAND 20,LTE FDD BAND 25,LTE FDD BAND 3,LTE FDD BAND 4,LTE FDD BAND 5,LTE FDD BAND 8,WCDMA FDD Band I,WCDMA FDD Band II,WCDMA FDD Band IV,WCDMA FDD Band V,WCDMA FDD Band VIII,GSM 1800,GSM 1900,GSM 900,GSM850 (GSM800)","GPRS, EDGE",Apple,iPhone 5S (A1533),iOS,N,Y,Y,Smartphone,Not Known,Not Known,Not Known,Not Known,10197263,Apple iPhone 5S,iPhone 5S A1533,iPhone 5S,Apple iPhone 5S (A1533),2014-12-10 00:00:00.000,310,MANU,205157,2013,1,Mobile Phone,1,640,1136,4,326,2,24,0,8,1,0,0,0,0,0,0,Apple,A7,APL0698,Cyclone,2,1300,PowerVR G6430,1,no,16/32/64,0,1024,iOS,7,0,0,1,0,0,0,0,0,0,Safari,,WebKit,1,1,1,1,,,1,1,1,1,,,,1,1,,,0,0,1,1,1,1,1,1,,,1,,,1,1,1,1,1,1,3,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,0,,,,1,1
